rent_1;Nombre;ImportFile_CustomDelayToBuy;Dias_depl_reemb;ISIN;Gestora;Inv_minima_inicial;1_Day_Return;1_Week_Return;rent_1_mes;rent_3_meses;rent_6_meses;rent_en_el_anio;rent_3_anios;rent_5_anios;rent_10_anios;Estilo_inversion_RV;Estilo_inversion_ RF;Capitaliz_media_bursatil;Patrimonio;Morningstar_Rating;Volatilidad_3;Sharpe_ 3;Ratio_de_informacion;Media_3;Com_Gestion;ImportFile_CustomBuyFee2;Com_Suscripcion;Com_deposito
-2,87;Bankia Garantizado Bolsa 3 FI;0;0;ES0159078031;Bankia Fondos SGIIC;100;-0,39;-0,49;-0,49;-1,02;-1,12;-1,93;;;;;;;92,39344;;;;;;0,9;0;5;0,1
-2,87;Best Manager Selection FI;1;3;ES0145807006;Amundi Iberia SGIIC;0;0,18;-0,67;-0,88;-1,18;2,38;-0,9;4;6,33;;2;7;12212,12202;69,21835;4;6,93;0,65;-1,75;0,37;1,35;0;0;0,1
-2,88;Welzia Ahorro 5 FI;0;1;ES0184694034;Welzia Management SGIIC;100;0,72;0,98;0,69;0,23;0,45;-1,57;0,07;2,62;0,38;2;;11917,75888;56,12133;2;3,41;0;-2,73;0;0,7;0;0;0,08
-2,89;Cartesio Y FI;0;1;ES0182527038;Cartesio Inversiones SGIIC;6000;-0,56;-0,21;-0,79;-0,9;-0,42;-2,83;3,21;7,82;3,78;1;;12942,55874;222,6817;5;7,47;0,53;-0,48;0,33;0,75;0;0;0,08
-2,91;Santander Inversión Flexible A FI;0;3;ES0175078031;Santander Asset Management SGIIC;300;0,01;-0,13;-0,05;-0,22;-1,24;-3,06;-0,99;0,54;;2;;24215,87834;179,58552;2;0,97;-1;-1,47;-0,08;1,05;0;0;0,1
-2,95;Bankia Soy Así Dinámico FI;0;0;ES0158986036;Bankia Fondos SGIIC;100;0,25;-0,14;0,05;-0,37;2,92;-1,1;3,33;5,35;1,65;3;8;23420,33886;63,90692;3;7,08;0,54;-2,2;0,31;1,75;0;0;0,1
-2,98;Popular Selección A FI;0;2;ES0170417010;Allianz Popular Asset Management SGIIC;600;0,04;0,19;-0,27;-0,57;0,65;-1,53;1,87;2,7;;2;7;17575,93089;53,87281;;4,67;0,45;;0,17;1,35;0;0;0,15
-2,98;Global Value Selection FI;0;1;ES0142338005;UBS Gestión SGIIC;5;0,43;0,77;0,26;-0,01;2,56;-1,71;2,89;4,22;;2;7;8844,63443;45,92056;3;6,85;0,48;-1,62;0,27;0,9;0;0;0,08
-3;Eurovalor Mixto-30 FI;0;1;ES0133745036;Allianz Popular Asset Management SGIIC;600;-0,12;0,02;0,88;0,43;1,48;-0,98;0,53;2,98;0,49;1;;25806,48804;111,74846;2;4,85;0,19;-1,31;0,07;2;0;0;0
-3,01;BBVA Gestión Conservadora FI;0;2;ES0110178037;BBVA Asset Management SGIIC;600;0,09;0,09;-0,36;-0,94;0;-2,04;-0,21;1,94;-0,12;2;;45164,49751;420,30976;2;3,62;-0,03;-2,04;-0,01;2;0;0;0,2
-3,2;March New Emerging World FI;1;3;ES0160933000;March Asset Management SGIIC;0;-0,15;0,76;-3,98;-2,68;5,69;0,55;-0,15;1,68;;2;;11307,36959;2,3277;2;12,46;0,08;-1,02;0,08;1,9;0;0;0,1
-3,24;Cartera Óptima Decidida B FI;0;2;ES0133620031;Allianz Popular Asset Management SGIIC;5000;0,23;0,7;-0,19;-0,91;1,93;-1,63;3,47;5,83;1,09;2;;26441,39971;276,13233;3;6,76;0,58;-1,81;0,32;2;0;0;0
-3,29;Caja Ingenieros 2019 Bolsa Europa Garantizado FI;1;2;ES0157327000;Caja Ingenieros Gestión SGIIC;1000;-0,16;0,44;-0,04;0,43;1,38;-1,74;;;;;7;;25,26661;;;;;;1;0;5;0,2
-3,42;Gescooperativo Gestión Decidido FI;0;1;ES0174304032;Gescooperativo SGIIC;300;0,59;1,64;1,97;1,4;3,92;-0,46;4,17;6,09;1,22;2;;31729,79095;11,01284;3;7,24;0,61;-1,36;0,36;0;0;0;0,2
-3,43;BBVA Solidaridad FI;0;1;ES0114279039;BBVA Asset Management SGIIC;600;0,2;0,54;0,16;-0,37;0,4;-2,32;-0,17;2,35;0,32;;;;14,62926;1;4,3;-0,02;-1,94;-0,01;1,7;0;0;0,05
-3,46;Gestión Boutique C2 Dinámico FI;0;3;ES0116831019;Andbank Wealth Management SGIIC;10;0,08;-0,42;-0,87;-2,03;0,23;-2,4;1,24;;;2;4;27873,62623;13,60756;2;4,75;0,32;-2,37;0,12;1,15;0;0;0,1
-3,47;Eurovalor Global Convertibles FI;0;2;ES0133579005;Allianz Popular Asset Management SGIIC;600;-0,17;0,15;-0,92;-0,41;1,41;-1,51;1,05;4,04;;4;8;;10,8634;2;5,51;0,24;-1,3;0,11;1,15;0;0;0,1
-3,51;Caja Ingenieros Gestión Alternativa FI;2;2;ES0142547035;Caja Ingenieros Gestión SGIIC;1000;0,06;-0,35;-0,45;-1,61;0,14;-2,92;-2,19;-1,32;-0,56;2;7;14487,89064;10,76396;;3,17;-0,65;;-0,18;1,35;0;0;0,2
-3,59;Gesrioja FI;0;2;ES0142440033;Novo Banco Gestión SGIIC;6;0,27;0,94;-1,25;-1,79;-0,6;-2,07;3,34;3,56;-1,99;;;;3,68798;2;8,62;0,4;-0,78;0,28;1,5;0;0;0,12
-3,63;BBVA Oportunidad Europa Garantizado FI;0;1;ES0114211008;BBVA Asset Management SGIIC;600;0,83;1,31;0,93;0,39;0,67;-2,73;2,62;;;;;;171,86992;;5,39;0,49;;0,21;1,56;0;5;0,05
-3,75;Adriza International Opportunities Fund FI;0;2;ES0119375006;Tressis Gestión SGIIC;0;0,46;4,33;1,12;-2,66;-2,31;-2,25;;;;1;;37440,54305;3,55396;;;;;;1,35;0;0;0,1
-3,77;Rural Multifondo 75 FI;0;2;ES0174432031;Gescooperativo SGIIC;300;0,38;0,97;-0,53;-1,33;2,19;-2,05;4,13;7,34;1,53;3;8;20550,34039;29,30018;4;8,42;0,56;-1,22;0,39;2,25;0;0;0,2
-3,78;Quality Inversión Moderada FI;0;2;ES0172242002;BBVA Asset Management SGIIC;600;0,31;0,07;-0,31;-0,82;2,81;-1,44;-0,61;3,93;;2;5;36256,92467;4598,28283;2;6,57;-0,06;-2,38;-0,04;1,2;0;0;0,1
-3,79;Bankinter Mercado Europeo II FI;0;1;ES0114830039;Bankinter Gestión de Activos SGIIC;500;0,14;0,11;-0,58;-1,78;-0,39;-2,56;;;;;;;23,74511;;;;;;0,5;0;5;0,1
-3,81;Gescafondo FI;0;1;ES0124506033;Novo Banco Gestión SGIIC;6;-0,05;1,22;-0,09;0,08;2,3;-1,89;4,12;5,46;1,92;3;7;33577,45684;14,10572;;6,02;0,72;;0,36;0,7;0;0;0,1
-3,88;BBVA Rendimiento Europa FI;0;1;ES0113455036;BBVA Asset Management SGIIC;600;0,74;1,12;0,69;0,37;0,45;-2,85;;;;;;;110,4822;;;;;;1,1;0;5;0
-3,94;Gesiuris Euro Equities FI;0;1;ES0116829039;Gesiuris Asset Management SGIIC;0;-0,2;1,35;0,24;1,2;4,85;-0,75;4,73;9,05;0,93;1;;52222,41684;4,34038;3;14,46;0,4;0,04;0,47;2,25;1,35;0;0,1
-3,97;Cartera Optima Dinámica B FI;0;2;ES0133664039;Allianz Popular Asset Management SGIIC;5000;0,24;1,41;-0,03;-1,38;5,11;-1,52;7,46;10,53;2,95;3;;33272,11322;199,94108;3;12,17;0,7;-1,29;0,7;2,25;0;0;0
-3,97;NB Global Flexible 0-100 FI;0;1;ES0150036038;Novo Banco Gestión SGIIC;10;-0,13;1,36;-1,03;-1,45;2,48;-2,01;0,5;4,49;-0,18;5;;7647,58812;18,95718;3;9,95;0,14;-1,19;0,11;1,5;0;0;0,05
-4,05;Gesconsult Talento FI;0;3;ES0141991002;Gesconsult SGIIC;0;0,5;-0,51;0,43;0,53;0,96;-2,05;0,01;;;5;;5276,90469;10,14115;2;5,93;0,08;-1,91;0,03;1,35;0;0;0,1
-4,05;CS Director Growth FI;0;2;ES0143673038;Credit Suisse Gestión SGIIC;0;-0,43;1,44;0,79;1,05;4,69;-1,08;3,41;5,69;;3;6;10835,14416;14,81753;4;8,68;0,43;-0,86;0,31;1,35;0;0;0,1
-4,06;NB Best Managers FI;0;1;ES0115073035;Novo Banco Gestión SGIIC;100;0,54;0,65;0;-0,62;1,51;-2,98;;;;2;;7197,46844;14,81656;;;;;;1,6;0;0;0,05
-4,09;Caja Ingenieros Renta FI;1;1;ES0114986039;Caja Ingenieros Gestión SGIIC;6;-0,65;0,15;-2,3;-4,33;-1,28;-3,4;1,99;6,53;0,09;2;4;16758,72083;30,19449;3;7,84;0,36;-0,79;0,23;1,35;0;0;0,2
-4,12;atl Capital Cartera Patrimonio FI;0;2;ES0111167005;Atl 12 Capital Gestión SGIIC;10;0,24;0,48;-0,04;0,08;0,23;-2,91;0,51;2,83;;2;;14223,40712;50,92365;3;3,94;0,17;-1,59;0,05;1;0;0;0,1
-4,13;Alcalá Bolsa Mixto FI;0;2;ES0107692032;Gesalcalá SGIIC;6;0,15;0,2;-0,36;-1,49;-0,31;-3,11;0,85;2,89;0,72;2;;14414,3409;10,65832;3;4,79;0,23;-1,46;0,09;0,75;0;0;0,08
-4,2;Harmatan Cartera Conservadora FI;0;2;ES0154974036;Tressis Gestión SGIIC;10;-0,2;-0,18;-0,81;-1,58;-0,53;-3,76;0,42;2,04;1,47;2;7;28107,34068;34,29638;2;3,57;0,19;-2,47;0,05;1;0;0;0,1
-4,23;GVC Gaesco Oportunidad Empresas Inmobiliarias R.V. FI;0;3;ES0143628008;GVC Gaesco Gestión SGIIC;0;-0,76;-1,2;-2,62;-7,48;-3,6;-6,98;8;9,61;;5;;2356,78138;8,98228;3;10,81;0,83;-0,41;0,74;2,25;0;0;0,09
-4,24;Bankinter Índice Bolsa Española Garantizado FI;0;2;ES0114857032;Bankinter Gestión de Activos SGIIC;500;-0,12;-0,04;0,15;-0,35;-0,5;-2,6;1,02;;;;;;24,2677;;;;;;1,3;0;5;0,1
-4,25;BNP Paribas Caap Equilibrado FI;0;2;ES0171955034;BNP Paribas Gestión de Inversiones SGIIC;600;0,58;1,12;0,45;0,14;3;-2,7;2,64;5,46;1,9;2;7;16891,7162;92,53159;3;7,36;0,41;-1,93;0,25;1,6;0;0;0,1
-4,26;Alcalá Global FI;0;2;ES0107693030;Gesalcalá SGIIC;6;0,41;0,63;0,09;-1,17;0,86;-2,91;1,88;3,82;1,32;2;;20167,04952;7,51724;3;6,17;0,38;-2,44;0,19;1,25;0;0;0,08
-4,29;Gestión Boutique Yeste Patrimonial FI;0;3;ES0116831043;Andbank Wealth Management SGIIC;10;0;0,04;0,05;-0,73;1,17;-1,63;;;;5;7;5678,42569;1,16084;;;;;;1,3;0;0;0,1
-4,29;Rural Renta Fija Internacional FI;0;1;ES0174368037;Gescooperativo SGIIC;300;0,06;1,26;1,5;1;1,86;-2,11;3,74;1,82;0,8;;;;9,25089;2;6,23;0,67;0,02;0,34;1,75;0;0;0,05
-4,33;Santander Acciones Euro A FI;0;1;ES0114063037;Santander Asset Management SGIIC;500;1,7;3,05;2,86;2,65;6,98;-0,06;3,55;10,53;0,88;1;;29319,59498;403,45329;3;13,85;0,3;-0,59;0,34;2,15;0;0;0,2
-4,36;Gestión Multiperfil Dinámico FI;0;2;ES0125322034;Andbank Wealth Management SGIIC;1;0,3;0,8;-0,3;-1,3;1,82;-3,11;2,43;;;2;7;20669,91446;38,13457;3;6,86;0,39;-1,9;0,22;1,25;0;0;0,1
-4,36;BBVA Mejores Ideas (Cubierto) MF FI;0;2;ES0141754038;BBVA Asset Management SGIIC;600;0,37;-0,27;-1,73;-3,07;4,09;-0,69;-0,05;7,16;-0,24;3;;21448,95069;15,15997;1;10,9;0,05;-1,72;0,04;2,25;0;0;0,2
-4,36;Gestión Boutique II Aspain 11 Equilibrado FI;0;3;ES0168797001;Andbank Wealth Management SGIIC;0;0,15;-0,51;0;-0,4;4,29;-2,06;;;;3;8;15514,80672;2,5405;;;;;;1,25;0;0;0,08
-4,5;DWS Mixta A FI;0;0;ES0125785032;Deutsche Asset Management SGIIC;60,1;-0,43;-0,31;-0,69;-0,63;0,77;-1,87;3,16;5,96;1,64;5;;6123,43458;31,41749;4;7,77;0,5;-0,44;0,32;1,75;0;0;0,1
-4,52;Renta 4 Multigestión 2 Sant Ignasi Fund FI;0;1;ES0174741001;Renta 4 Gestora SGIIC;10;0;-0,03;-0,17;-0,63;-1,29;-4,28;;;;;;;0,41709;;;;;;1,2;0;0;0,1
-4,53;GVC Gaesco Multinacional FI;0;3;ES0140634033;GVC Gaesco Gestión SGIIC;0;2,89;5,74;4,15;6,78;17,57;2,58;5,6;12,3;0,75;1;;28820,54173;10,04579;1;18,91;0,35;-0,46;0,55;2,25;0;0;0,1
-4,56;Gestión Boutique Adaia Selección Renta Variable Internacional FI;0;3;ES0116831084;Andbank Wealth Management SGIIC;10;-0,03;-0,65;-0,38;-0,98;2,95;-1,2;;;;1;;9735,67365;4,3138;;;;;;1,5;0;0;0,1
-4,72;Alpha Plus Gestión Flexible B FI;0;1;ES0108701014;Alpha Plus Gestora SGIIC;10;-0,33;0,17;1,43;3;1,12;-0,13;2,54;5,76;;4;;2434,57782;37,36429;3;9,63;0,35;-0,35;0,28;1,3;0;0;0,1
-4,74;Fongrum/Valor FI;0;2;ES0138876034;Atl 12 Capital Gestión SGIIC;300;0,48;0,85;0,13;-0,03;1,27;-1,63;2,39;5,73;;1;;19110,81563;27,25993;4;6,28;0,43;-1,57;0,22;0,65;0;0;0,1
-4,79;BBVA Bolsa Desarrollo Sostenible FI;0;1;ES0125459034;BBVA Asset Management SGIIC;600;1,7;3,68;1,57;-0,33;7,67;-1,6;7,07;11,29;1,58;2;;130499,4139;43,3748;3;12,62;0,61;-1,65;0,63;2,25;0;0;0,2
-4,84;Quality Mejores Ideas FI;0;2;ES0110119031;BBVA Asset Management SGIIC;600;0,4;0;-0,75;-2,75;6,21;-0,97;5,13;11,25;2,69;3;;21698,34029;318,83894;3;11,81;0,52;-2,04;0,51;1,35;0;0;0,15
-4,86;CS Global AFI FI;0;1;ES0142537036;Credit Suisse Gestión SGIIC;0;0,58;1,62;0,57;-0,35;0,44;-2,88;-1,37;2,23;0,02;2;;26512,54441;3,67032;2;8,16;-0,11;-1,98;-0,08;1,35;0;0;0,1
-4,87;Oportunidades Globales FI;0;3;ES0173951031;Andbank Wealth Management SGIIC;1;0,23;-0,54;1,24;1,53;4,42;-2,34;5,27;5,9;;2;;25771,41335;6,90059;4;8,85;0,65;-0,58;0,47;1,15;0;0;0,1
-4,9;Gesconsult León Valores Mixto Flexible A FI;0;1;ES0175604034;Gesconsult SGIIC;0;0,71;0,28;-0,22;-0,14;0,81;-4,09;3,27;5,33;1,45;5;;2424,4364;53,44738;3;9,36;0,47;-0,25;0,36;2;0;0;0,13
-4,97;BBVA Bolsa Japón FI;1;3;ES0147634036;BBVA Asset Management SGIIC;600;-4,46;-4,97;-3,23;-3,94;7,28;-2,62;8,35;9,91;1,4;3;;12955,62483;18,92862;3;15,52;0,73;-0,52;0,94;2,25;0;0;0,2
-4,99;NB Bolsa USA Selección FI;0;2;ES0133338030;Novo Banco Gestión SGIIC;10;2,13;4,95;3,09;2,37;8,35;-2,92;8,16;11,81;2,87;3;;61406,83876;5,80781;1;12,71;0,69;-1,9;0,72;1,45;0;0;0,05
-5;Eurovalor Dividendo Europa FI;0;1;ES0127025031;Allianz Popular Asset Management SGIIC;600;1,03;2,8;1,91;0,78;3,16;-3;4,98;6,95;0,42;1;;30037,91318;76,42677;3;11,75;0,47;-0,19;0,45;1,9;0;0;0,15
-5,01;Bankia Mixto Renta Variable 50 FI;0;0;ES0181693039;Bankia Fondos SGIIC;100;-0,41;0,2;0,22;-0,21;0,42;-2,96;0,79;2,93;1,97;1;;35101,7804;22,80591;3;5,75;0,21;-1,48;0,09;1,5;0;0;0,14
-5,09;BBVA Gestión Decidida FI;0;2;ES0113996039;BBVA Asset Management SGIIC;600;0,3;0,37;-0,37;-1,33;2,52;-2,66;2,61;6,32;-0,59;2;;43212,0749;86,82325;3;10,02;0,3;-0,8;0,25;2,2;0;0;0,2
-5,13;Fonditel Smart Beta A FI;0;3;ES0164466007;Fonditel Gestión SGIIC;50;-0,06;-0,08;-0,06;-0,75;-1,64;-4,02;-1,63;;;1;;11551,07719;51,40261;;;;;;1,35;0;0;0,5
-5,15;GVC Gaesco 300 Places Worldwide A FI;0;3;ES0157638000;GVC Gaesco Gestión SGIIC;0;0,38;3,12;3,94;4,79;2,56;-2,21;;;;6;;8469,47179;14,13044;;;;;;2,25;0;0;0,09
-5,15;GVC Gaesco Retorno Absoluto A FI;0;2;ES0138233038;GVC Gaesco Gestión SGIIC;0;1,67;3,96;2,67;1,4;1,8;-3,32;1,21;5,14;2,34;;;;74,05824;;7,03;0,13;;0,07;1,35;0;0;0,1
-5,16;Bankinter Bolsa Europea 2018 Garantizado FI;0;2;ES0113584009;Bankinter Gestión de Activos SGIIC;500;0,26;0,55;0,21;-0,23;-0,01;-3,59;;;;;;;37,42681;;;;;;1,25;0;5;0,1
-5,17;Santander Acciones Españolas C FI;0;1;ES0138823002;Santander Asset Management SGIIC;100000;0,25;1,21;1,35;3,95;4,67;-1,2;5,06;8,39;;4;;5471,21256;667,50459;4;14,24;0,45;0,8;0,53;1,45;0;0;0,15
-5,23;Altair Bolsa FI;0;1;ES0108525009;Renta 4 Gestora SGIIC;10;0,1;2,06;0,36;0,35;4,6;-2,09;;;;1;;55331,08413;5,3684;;;;;;1,35;0;0;0,1
-5,23;CS Global Fondos Gestión Activa FI;0;2;ES0132214034;Credit Suisse Gestión SGIIC;0;0,27;0,62;-0,5;-0,97;1,45;-4,53;1,34;2,66;;2;7;18131,91496;14,57251;2;7,15;0,24;-2,2;0,14;1,5;0;0;0,1
